ip,port,country,datacenter,route_class,status,speed_mbps,speed_mbytes_s,bytes_downloaded,elapsed_seconds
191.223.212.116,443,HK,HKG,other,ok,1.605,0.201,2097152,10.456
139.180.223.202,443,SG,SIN,other,ok,1.6,0.2,2097152,10.489
156.246.90.21,443,JP,NRT,other,ok,1.597,0.2,2097152,10.505
27.147.13.82,443,TW,TPE,other,ok,1.595,0.199,2097152,10.517
154.12.178.224,443,HK,HKG,other,ok,1.591,0.199,2097152,10.545
18.138.34.221,443,SG,SIN,other,ok,1.581,0.198,2097152,10.611
5.102.124.63,443,HK,HKG,other,ok,1.58,0.198,2097152,10.617
3.114.9.123,443,JP,NRT,other,ok,1.58,0.197,2097152,10.619
43.128.130.43,443,KR,HKG,other,ok,1.577,0.197,2097152,10.64
161.118.217.162,443,SG,SIN,other,ok,1.577,0.197,2097152,10.639
57.183.29.67,443,JP,NRT,other,ok,1.575,0.197,2097152,10.655
5.223.51.2,443,SG,SIN,other,ok,1.572,0.197,2097152,10.669
172.104.83.39,443,JP,NRT,other,ok,1.568,0.196,2097152,10.702
168.144.48.36,443,SG,SIN,other,ok,1.563,0.195,2097152,10.736
213.210.4.238,443,TW,TPE,other,ok,1.563,0.195,2097152,10.731
154.12.177.26,443,HK,HKG,other,ok,1.56,0.195,2097152,10.755
43.156.200.201,443,SG,SIN,other,ok,1.558,0.195,2097152,10.771
65.52.169.118,443,HK,HKG,other,ok,1.553,0.194,2097152,10.802
183.87.153.54,443,HK,HKG,other,ok,1.552,0.194,2097152,10.81
54.65.140.102,443,JP,NRT,other,ok,1.547,0.193,2097152,10.845
172.104.171.151,443,SG,SIN,other,ok,1.547,0.193,2097152,10.848
47.74.62.45,443,JP,NRT,other,ok,1.544,0.193,2097152,10.868
8.216.49.20,443,JP,NRT,other,ok,1.535,0.192,2097152,10.929
13.229.94.176,443,SG,SIN,other,ok,1.535,0.192,2097152,10.931
64.235.41.148,443,SG,SIN,other,ok,1.535,0.192,2097152,10.933
85.121.122.66,443,JP,NRT,other,ok,1.529,0.191,2097152,10.975
18.140.199.247,443,SG,SIN,other,ok,1.528,0.191,2097152,10.983
159.89.205.195,443,SG,SIN,other,ok,1.527,0.191,2097152,10.987
23.175.201.28,443,HK,HKG,other,ok,1.523,0.19,2097152,11.018
185.241.42.216,443,HK,HKG,other,ok,1.522,0.19,2097152,11.02
149.28.132.152,443,SG,SIN,other,ok,1.511,0.189,2097152,11.104
207.148.70.252,443,SG,SIN,other,ok,1.507,0.188,2097152,11.133
23.27.169.243,443,JP,NRT,other,ok,1.506,0.188,2097152,11.138
3.0.102.99,443,SG,SIN,other,ok,1.506,0.188,2097152,11.142
191.223.221.78,443,JP,NRT,other,ok,1.494,0.187,2097152,11.227
159.223.50.185,443,SG,SIN,other,ok,1.489,0.186,2097152,11.266
35.72.31.101,443,JP,NRT,other,ok,1.485,0.186,2097152,11.3
151.241.5.88,443,JP,NRT,other,ok,1.483,0.185,2097152,11.312
87.83.110.203,443,HK,HKG,other,ok,1.482,0.185,2097152,11.318
139.180.220.191,443,SG,SIN,other,ok,1.48,0.185,2097152,11.334
146.56.108.129,443,KR,ICN,other,ok,1.478,0.185,2097152,11.35
20.6.11.38,443,SG,SIN,other,ok,1.478,0.185,2097152,11.35
54.249.56.142,443,JP,NRT,other,ok,1.475,0.184,2097152,11.377
43.207.117.52,443,JP,NRT,other,ok,1.474,0.184,2097152,11.381
152.42.212.65,443,SG,SIN,other,ok,1.473,0.184,2097152,11.388
191.223.221.0,443,JP,NRT,other,ok,1.472,0.184,2097152,11.399
172.105.209.103,443,JP,NRT,other,ok,1.471,0.184,2097152,11.406
213.35.100.242,443,SG,SIN,other,ok,1.469,0.184,2097152,11.423
3.38.218.95,443,KR,ICN,other,ok,1.467,0.183,2097152,11.433
54.179.192.56,443,SG,SIN,other,ok,1.465,0.183,2097152,11.454
172.237.6.212,443,JP,NRT,other,ok,1.462,0.183,2097152,11.477
82.108.155.125,443,JP,NRT,other,ok,1.459,0.182,2097152,11.495
54.254.60.119,443,SG,SIN,other,ok,1.458,0.182,2097152,11.507
54.248.48.160,443,JP,NRT,other,ok,1.457,0.182,2097152,11.513
140.83.55.25,443,JP,KIX,other,ok,1.454,0.182,2097152,11.538
89.28.239.58,443,SG,SIN,other,ok,1.454,0.182,2097152,11.536
217.60.38.113,443,HK,HKG,other,ok,1.449,0.181,2097152,11.581
85.237.207.238,443,TW,TPE,other,ok,1.449,0.181,2097152,11.58
151.241.128.178,443,JP,NRT,other,ok,1.447,0.181,2097152,11.596
43.206.136.181,443,JP,NRT,other,ok,1.446,0.181,2097152,11.601
52.198.19.6,443,JP,NRT,other,ok,1.444,0.18,2097152,11.619
168.144.105.145,443,SG,SIN,other,ok,1.444,0.181,2097152,11.617
43.206.99.146,443,JP,NRT,other,ok,1.442,0.18,2097152,11.636
64.176.34.173,443,JP,KIX,other,ok,1.441,0.18,2097152,11.643
18.183.45.210,443,JP,NRT,other,ok,1.44,0.18,2097152,11.649
152.67.210.234,443,KR,ICN,other,ok,1.435,0.179,2097152,11.695
216.236.7.9,443,HK,HKG,other,ok,1.434,0.179,2097152,11.699
212.50.244.237,443,JP,KIX,other,ok,1.432,0.179,2097152,11.716
69.8.128.163,443,JP,NRT,other,ok,1.432,0.179,2097152,11.718
103.253.43.144,443,HK,HKG,other,ok,1.43,0.179,2097152,11.732
209.33.166.31,443,HK,HKG,other,ok,1.428,0.179,2097152,11.745
141.11.138.218,443,JP,NRT,other,ok,1.422,0.178,2097152,11.797
178.214.214.56,443,JP,NRT,other,ok,1.421,0.178,2097152,11.808
195.85.19.136,443,SG,SIN,other,ok,1.419,0.177,2097152,11.821
85.121.51.219,443,HK,HKG,other,ok,1.418,0.177,2097152,11.833
176.98.181.6,443,HK,HKG,other,ok,1.414,0.177,2097152,11.863
188.166.236.153,443,SG,SIN,other,ok,1.413,0.177,2097152,11.873
167.179.117.9,443,JP,NRT,other,ok,1.412,0.176,2097152,11.883
91.110.209.95,443,HK,HKG,other,ok,1.406,0.176,2097152,11.932
178.128.125.147,443,SG,SIN,other,ok,1.404,0.175,2097152,11.95
62.3.54.237,443,JP,NRT,other,ok,1.402,0.175,2097152,11.967
108.181.51.94,443,KR,ICN,other,ok,1.401,0.175,2097152,11.972
151.242.189.184,443,TW,TPE,other,ok,1.401,0.175,2097152,11.979
